Model: linear-relu-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8627451062202454, loss: 0.40781211853027344, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: relu-linear-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8627451062202454, loss: 0.49748313426971436, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: relu-linear-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8235294222831726, loss: 0.7774115800857544, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: relu-relu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.8099561929702759, precision: 0.843137264251709, recall: 0.843137264251709, f1score: 0.843137264251709
Model: relu-relu-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8627451062202454, loss: 0.5682627558708191, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: relu-relu-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8235294222831726, loss: 0.745521605014801, precision: 0.8199999928474426, recall: 0.8039215803146362, f1score: 0.8118811905728801
Model: relu-relu-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8039215803146362, loss: 0.5329076647758484, precision: 0.8039215803146362, recall: 0.8039215803146362, f1score: 0.8039215803146362
Model: relu-relu-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8235294222831726, loss: 0.6839557886123657, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: relu-tanh-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.9215686321258545, loss: 0.5145544409751892, precision: 0.9215686321258545, recall: 0.9215686321258545, f1score: 0.9215686321258545
Model: relu-tanh-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8627451062202454, loss: 0.5057714581489563, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: relu-tanh-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8823529481887817, loss: 0.5662264823913574, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: relu-tanh-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.5386509895324707, precision: 0.843137264251709, recall: 0.843137264251709, f1score: 0.843137264251709
Model: relu-tanh-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8235294222831726, loss: 0.6689740419387817, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: relu-sigmoid-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.6383156180381775, precision: 0.8600000143051147, recall: 0.843137264251709, f1score: 0.8514851602943794
Model: relu-sigmoid-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8627451062202454, loss: 0.4333389103412628, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: relu-sigmoid-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8627451062202454, loss: 0.624197244644165, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: relu-sigmoid-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.5576316714286804, precision: 0.8399999737739563, recall: 0.8235294222831726, f1score: 0.83168316082608
Model: relu-sigmoid-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8627451062202454, loss: 0.590938150882721, precision: 0.8799999952316284, recall: 0.8627451062202454, f1score: 0.8712871305475794
Model: relu-leakyRelu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8039215803146362, loss: 0.988458514213562, precision: 0.8039215803146362, recall: 0.8039215803146362, f1score: 0.8039215803146362
Model: relu-leakyRelu-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8235294222831726, loss: 0.6992207169532776, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: relu-leakyRelu-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8039215803146362, loss: 0.7176592350006104, precision: 0.8039215803146362, recall: 0.8039215803146362, f1score: 0.8039215803146362
Model: relu-leakyRelu-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8235294222831726, loss: 0.6299450993537903, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: relu-leakyRelu-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8235294222831726, loss: 0.9211744666099548, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: tanh-linear-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8823529481887817, loss: 0.4684377610683441, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: tanh-linear-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8039215803146362, loss: 0.8577008843421936, precision: 0.8039215803146362, recall: 0.8039215803146362, f1score: 0.8039215803146362
Model: tanh-linear-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.7647058963775635, loss: 0.6476501822471619, precision: 0.7647058963775635, recall: 0.7647058963775635, f1score: 0.7647058963775635
Model: tanh-linear-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8235294222831726, loss: 0.6113976836204529, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: tanh-relu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.7390103936195374, precision: 0.843137264251709, recall: 0.843137264251709, f1score: 0.843137264251709
Model: tanh-relu-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8823529481887817, loss: 0.5889593362808228, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: tanh-relu-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.9019607901573181, loss: 0.5057802200317383, precision: 0.9019607901573181, recall: 0.9019607901573181, f1score: 0.9019607901573181
Model: tanh-relu-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.4251391589641571, precision: 0.8399999737739563, recall: 0.8235294222831726, f1score: 0.83168316082608
Model: tanh-relu-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8823529481887817, loss: 0.42156028747558594, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: tanh-tanh-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8235294222831726, loss: 0.8159536719322205, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: tanh-tanh-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Mean accuracy: 0.9019607901573181, mean loss: 0.7243224382400513, mean precision: 0.9019607901573181, mean recall: 0.9019607901573181, mean f1score: 0.9019607901573181
Model: tanh-tanh-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8235294222831726, loss: 0.6494501233100891, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: tanh-tanh-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8039215803146362, loss: 0.6446028351783752, precision: 0.8039215803146362, recall: 0.8039215803146362, f1score: 0.8039215803146362
Model: tanh-tanh-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8039215803146362, loss: 0.9664895534515381, precision: 0.8039215803146362, recall: 0.8039215803146362, f1score: 0.8039215803146362
Model: tanh-sigmoid-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8039215803146362, loss: 0.7486684322357178, precision: 0.8039215803146362, recall: 0.8039215803146362, f1score: 0.8039215803146362
Model: tanh-sigmoid-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8823529481887817, loss: 0.48881950974464417, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: tanh-sigmoid-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.7843137383460999, loss: 0.7905575633049011, precision: 0.7843137383460999, recall: 0.7843137383460999, f1score: 0.7843137383460999
Model: tanh-sigmoid-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.7843137383460999, loss: 0.7402830123901367, precision: 0.7843137383460999, recall: 0.7843137383460999, f1score: 0.7843137383460999
Model: tanh-sigmoid-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.7843137383460999, loss: 0.6414393782615662, precision: 0.800000011920929, recall: 0.7843137383460999, f1score: 0.79207922031968
Model: tanh-leakyRelu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8627451062202454, loss: 0.6425508260726929, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: tanh-leakyRelu-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.68133544921875, precision: 0.843137264251709, recall: 0.843137264251709, f1score: 0.843137264251709
Model: tanh-leakyRelu-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.6329118609428406, precision: 0.843137264251709, recall: 0.843137264251709, f1score: 0.843137264251709
Model: tanh-leakyRelu-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8235294222831726, loss: 0.5903799533843994, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: tanh-leakyRelu-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8235294222831726, loss: 0.6510356664657593, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: sigmoid-linear-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8627451062202454, loss: 0.5479652285575867, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: sigmoid-linear-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8039215803146362, loss: 0.6399679780006409, precision: 0.8039215803146362, recall: 0.8039215803146362, f1score: 0.8039215803146362
Model: sigmoid-linear-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.7450980544090271, loss: 0.7830946445465088, precision: 0.7551020383834839, recall: 0.7254902124404907, f1score: 0.7400000073432921
Model: sigmoid-linear-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8235294222831726, loss: 0.5633275508880615, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: sigmoid-relu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8823529481887817, loss: 0.4751223623752594, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: sigmoid-relu-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8627451062202454, loss: 0.4870721697807312, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: sigmoid-relu-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.574938952922821, precision: 0.843137264251709, recall: 0.843137264251709, f1score: 0.843137264251709
Model: sigmoid-relu-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8235294222831726, loss: 0.5165604948997498, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: sigmoid-relu-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8039215803146362, loss: 0.6639125347137451, precision: 0.8039215803146362, recall: 0.8039215803146362, f1score: 0.8039215803146362
Model: sigmoid-tanh-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.7647058963775635, loss: 0.8255167007446289, precision: 0.7647058963775635, recall: 0.7647058963775635, f1score: 0.7647058963775635
Model: sigmoid-tanh-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8823529481887817, loss: 0.5703498125076294, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: sigmoid-tanh-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.7843137383460999, loss: 0.792151153087616, precision: 0.7843137383460999, recall: 0.7843137383460999, f1score: 0.7843137383460999
Model: sigmoid-tanh-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.7254902124404907, loss: 0.804671049118042, precision: 0.7400000095367432, recall: 0.7254902124404907, f1score: 0.7326732803449807
Model: sigmoid-tanh-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8235294222831726, loss: 0.5049417018890381, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: sigmoid-sigmoid-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.7254902124404907, loss: 0.7675724625587463, precision: 0.7200000286102295, recall: 0.7058823704719543, f1score: 0.7128713100917806
Model: sigmoid-sigmoid-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.7254902124404907, loss: 0.7535133957862854, precision: 0.7111111283302307, recall: 0.6274510025978088, f1score: 0.6666666867677122
Model: sigmoid-sigmoid-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.7058823704719543, loss: 0.8503813147544861, precision: 0.7058823704719543, recall: 0.7058823704719543, f1score: 0.7058823704719543
Model: sigmoid-sigmoid-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.7058823704719543, loss: 0.7741000056266785, precision: 0.7058823704719543, recall: 0.7058823704719543, f1score: 0.7058823704719543
Model: sigmoid-sigmoid-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.7254902124404907, loss: 0.7436569929122925, precision: 0.7333333492279053, recall: 0.6470588445663452, f1score: 0.6875000188592821
Model: sigmoid-leakyRelu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8039215803146362, loss: 0.6073341369628906, precision: 0.8039215803146362, recall: 0.8039215803146362, f1score: 0.8039215803146362
Model: sigmoid-leakyRelu-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8823529481887817, loss: 0.4431433081626892, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: sigmoid-leakyRelu-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8235294222831726, loss: 0.6067613363265991, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: sigmoid-leakyRelu-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.7450980544090271, loss: 0.6842342615127563, precision: 0.7450980544090271, recall: 0.7450980544090271, f1score: 0.7450980544090271
Model: sigmoid-leakyRelu-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.5290208458900452, precision: 0.843137264251709, recall: 0.843137264251709, f1score: 0.843137264251709
Model: leakyRelu-linear-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8823529481887817, loss: 0.4754980504512787, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: leakyRelu-linear-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8627451062202454, loss: 0.5617696642875671, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: leakyRelu-linear-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.4328514635562897, precision: 0.843137264251709, recall: 0.843137264251709, f1score: 0.843137264251709
Model: leakyRelu-linear-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8627451062202454, loss: 0.5138729810714722, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: leakyRelu-relu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8627451062202454, loss: 0.5004424452781677, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: leakyRelu-relu-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8823529481887817, loss: 0.45096471905708313, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: leakyRelu-relu-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8235294222831726, loss: 0.959447979927063, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: leakyRelu-relu-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.47658073902130127, precision: 0.8600000143051147, recall: 0.843137264251709, f1score: 0.8514851602943794
Model: leakyRelu-relu-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.5470263957977295, precision: 0.843137264251709, recall: 0.843137264251709, f1score: 0.843137264251709
Model: leakyRelu-tanh-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8627451062202454, loss: 0.8394691348075867, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: leakyRelu-tanh-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.6098570823669434, precision: 0.843137264251709, recall: 0.843137264251709, f1score: 0.843137264251709
Model: leakyRelu-tanh-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.6184374094009399, precision: 0.843137264251709, recall: 0.843137264251709, f1score: 0.843137264251709
Model: leakyRelu-tanh-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8235294222831726, loss: 0.4979640245437622, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: leakyRelu-tanh-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8235294222831726, loss: 0.6327613592147827, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: leakyRelu-sigmoid-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8039215803146362, loss: 0.6170435547828674, precision: 0.8039215803146362, recall: 0.8039215803146362, f1score: 0.8039215803146362
Model: leakyRelu-sigmoid-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8235294222831726, loss: 0.4936334192752838, precision: 0.8571428656578064, recall: 0.8235294222831726, f1score: 0.8400000095605851
Model: leakyRelu-sigmoid-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.6185547709465027, precision: 0.843137264251709, recall: 0.843137264251709, f1score: 0.843137264251709
Model: leakyRelu-sigmoid-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8039215803146362, loss: 0.5181065201759338, precision: 0.8199999928474426, recall: 0.8039215803146362, f1score: 0.8118811905728801
