Model: linear-relu-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8627451062202454, loss: 0.43266648054122925, precision: 0.8799999952316284, recall: 0.8627451062202454, f1score: 0.8712871305475794
Model: tanh-relu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8235294222831726, loss: 0.5164431929588318, precision: 0.8399999737739563, recall: 0.8235294222831726, f1score: 0.83168316082608
Model: tanh-relu-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8235294222831726, loss: 0.5799511075019836, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: tanh-relu-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8627451062202454, loss: 0.4557412564754486, precision: 0.8600000143051147, recall: 0.843137264251709, f1score: 0.8514851602943794
Model: tanh-relu-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8627451062202454, loss: 0.3816134035587311, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: tanh-relu-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.4116990566253662, precision: 0.843137264251709, recall: 0.843137264251709, f1score: 0.843137264251709
Model: tanh-tanh-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.5169878005981445, precision: 0.843137264251709, recall: 0.843137264251709, f1score: 0.843137264251709
Model: tanh-tanh-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. accuracy: 0.8235294222831726, loss: 0.5452039241790771, precision: 0.8199999928474426, recall: 0.8039215803146362, f1score: 0.8118811905728801
Model: tanh-tanh-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.4699547588825226, precision: 0.843137264251709, recall: 0.843137264251709, f1score: 0.843137264251709
Model: tanh-tanh-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.45343199372291565, precision: 0.843137264251709, recall: 0.843137264251709, f1score: 0.843137264251709
Model: tanh-tanh-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8627451062202454, loss: 0.41780227422714233, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: tanh-sigmoid-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8823529481887817, loss: 0.35907670855522156, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: tanh-sigmoid-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8235294222831726, loss: 0.4741804599761963, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: tanh-sigmoid-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8235294222831726, loss: 0.5881785750389099, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: tanh-sigmoid-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.38841843605041504, precision: 0.843137264251709, recall: 0.843137264251709, f1score: 0.843137264251709
Model: tanh-sigmoid-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.43755871057510376, precision: 0.843137264251709, recall: 0.843137264251709, f1score: 0.843137264251709
Model: tanh-leakyRelu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.5421707034111023, precision: 0.843137264251709, recall: 0.843137264251709, f1score: 0.843137264251709
Model: tanh-leakyRelu-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8627451062202454, loss: 0.43204379081726074, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: tanh-leakyRelu-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8039215803146362, loss: 0.5299951434135437, precision: 0.8039215803146362, recall: 0.8039215803146362, f1score: 0.8039215803146362
Model: tanh-leakyRelu-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8627451062202454, loss: 0.3623497188091278, precision: 0.8775510191917419, recall: 0.843137264251709, f1score: 0.8600000042796134
Model: tanh-leakyRelu-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.5317608118057251, precision: 0.843137264251709, recall: 0.843137264251709, f1score: 0.843137264251709
Model: sigmoid-linear-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8627451062202454, loss: 0.2966460883617401, precision: 0.8775510191917419, recall: 0.843137264251709, f1score: 0.8600000042796134
Model: sigmoid-linear-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.41395455598831177, precision: 0.843137264251709, recall: 0.843137264251709, f1score: 0.843137264251709
Model: sigmoid-linear-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8235294222831726, loss: 0.4281783401966095, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: sigmoid-linear-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.3902159035205841, precision: 0.8571428656578064, recall: 0.8235294222831726, f1score: 0.8400000095605851
Model: sigmoid-relu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8627451062202454, loss: 0.37404754757881165, precision: 0.8571428656578064, recall: 0.8235294222831726, f1score: 0.8400000095605851
Model: sigmoid-relu-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8627451062202454, loss: 0.38552579283714294, precision: 0.8799999952316284, recall: 0.8627451062202454, f1score: 0.8712871305475794
Model: sigmoid-relu-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8627451062202454, loss: 0.408723920583725, precision: 0.8600000143051147, recall: 0.843137264251709, f1score: 0.8514851602943794
Model: sigmoid-relu-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.4196700155735016, precision: 0.8399999737739563, recall: 0.8235294222831726, f1score: 0.83168316082608
Model: sigmoid-relu-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8235294222831726, loss: 0.4008699357509613, precision: 0.8199999928474426, recall: 0.8039215803146362, f1score: 0.8118811905728801
Model: sigmoid-tanh-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8235294222831726, loss: 0.4118592441082001, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: sigmoid-tanh-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.3707425594329834, precision: 0.843137264251709, recall: 0.843137264251709, f1score: 0.843137264251709
Model: sigmoid-tanh-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8235294222831726, loss: 0.4394446611404419, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: sigmoid-tanh-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8235294222831726, loss: 0.4572656750679016, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: sigmoid-tanh-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8627451062202454, loss: 0.36416566371917725, precision: 0.8799999952316284, recall: 0.8627451062202454, f1score: 0.8712871305475794
Model: sigmoid-sigmoid-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8235294222831726, loss: 0.4282546043395996, precision: 0.8333333134651184, recall: 0.7843137383460999, f1score: 0.8080808055630725
Model: sigmoid-sigmoid-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8627451062202454, loss: 0.4219096302986145, precision: 0.8571428656578064, recall: 0.8235294222831726, f1score: 0.8400000095605851
Model: sigmoid-sigmoid-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8235294222831726, loss: 0.48189103603363037, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: sigmoid-sigmoid-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.4592951834201813, precision: 0.8367347121238708, recall: 0.8039215803146362, f1score: 0.8200000148415565
Model: sigmoid-sigmoid-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.4096181094646454, precision: 0.875, recall: 0.8235294222831726, f1score: 0.8484848540676526
Model: sigmoid-leakyRelu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8235294222831726, loss: 0.37631428241729736, precision: 0.8399999737739563, recall: 0.8235294222831726, f1score: 0.83168316082608
Model: sigmoid-leakyRelu-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.3852198123931885, precision: 0.843137264251709, recall: 0.843137264251709, f1score: 0.843137264251709
Model: sigmoid-leakyRelu-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.44796618819236755, precision: 0.8600000143051147, recall: 0.843137264251709, f1score: 0.8514851602943794
Model: sigmoid-leakyRelu-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8235294222831726, loss: 0.4524044692516327, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: sigmoid-leakyRelu-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8039215803146362, loss: 0.3889656364917755, precision: 0.8199999928474426, recall: 0.8039215803146362, f1score: 0.8118811905728801
Model: leakyRelu-linear-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.4404922127723694, precision: 0.843137264251709, recall: 0.843137264251709, f1score: 0.843137264251709
Model: leakyRelu-linear-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.33694690465927124, precision: 0.843137264251709, recall: 0.843137264251709, f1score: 0.843137264251709
Model: leakyRelu-linear-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8235294222831726, loss: 0.4231868088245392, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: leakyRelu-linear-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8823529481887817, loss: 0.36960288882255554, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: leakyRelu-relu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8235294222831726, loss: 0.4415462613105774, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: leakyRelu-relu-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8823529481887817, loss: 0.40744370222091675, precision: 0.8799999952316284, recall: 0.8627451062202454, f1score: 0.8712871305475794
Model: leakyRelu-relu-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8627451062202454, loss: 0.6164522171020508, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: leakyRelu-relu-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8823529481887817, loss: 0.31006044149398804, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: leakyRelu-relu-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.47597312927246094, precision: 0.843137264251709, recall: 0.843137264251709, f1score: 0.843137264251709
Model: leakyRelu-tanh-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8627451062202454, loss: 0.5659551620483398, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: leakyRelu-tanh-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8235294222831726, loss: 0.4051145911216736, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: leakyRelu-tanh-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.3914988934993744, precision: 0.843137264251709, recall: 0.843137264251709, f1score: 0.843137264251709
Model: leakyRelu-tanh-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.38644668459892273, precision: 0.843137264251709, recall: 0.843137264251709, f1score: 0.843137264251709
Model: leakyRelu-tanh-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.4155692756175995, precision: 0.843137264251709, recall: 0.843137264251709, f1score: 0.843137264251709
Model: leakyRelu-sigmoid-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8627451062202454, loss: 0.4179850220680237, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: leakyRelu-sigmoid-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.39789053797721863, precision: 0.843137264251709, recall: 0.843137264251709, f1score: 0.843137264251709
Model: leakyRelu-sigmoid-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.434070348739624, precision: 0.843137264251709, recall: 0.843137264251709, f1score: 0.843137264251709
Model: leakyRelu-sigmoid-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8235294222831726, loss: 0.3838614523410797, precision: 0.8199999928474426, recall: 0.8039215803146362, f1score: 0.8118811905728801
