User 0: 0.6666667 precision; in the following cases: 
0.36296296 accuracy; 0.030364374 recall; 0.9 treshold; 4.0wc; [0.0, 0.1, 0.1, 0.8, 0.0] as factor vector
0.39259258 accuracy; 0.060728747 recall; 0.55 treshold; 4.0wc; [0.1, 0.2, 0.2, 0.5, 0.0] as factor vector
0.36296296 accuracy; 0.030364374 recall; 0.55 treshold; 4.0wc; [0.1, 0.2, 0.3, 0.4, 0.0] as factor vector
0.39259258 accuracy; 0.060728747 recall; 0.55 treshold; 4.0wc; [0.1, 0.3, 0.3, 0.3, 0.0] as factor vector
0.39259258 accuracy; 0.060728747 recall; 0.55 treshold; 4.0wc; [0.2, 0.2, 0.2, 0.4, 0.0] as factor vector
0.39259258 accuracy; 0.060728747 recall; 0.5 treshold; 4.0wc; [0.0, 0.1, 0.4, 0.5, 0.0] as factor vector
0.39259258 accuracy; 0.060728747 recall; 0.5 treshold; 4.0wc; [0.0, 0.2, 0.3, 0.5, 0.0] as factor vector
0.39259258 accuracy; 0.060728747 recall; 0.5 treshold; 4.0wc; [0.0, 0.2, 0.4, 0.4, 0.0] as factor vector
0.39259258 accuracy; 0.060728747 recall; 0.5 treshold; 4.0wc; [0.0, 0.3, 0.3, 0.4, 0.0] as factor vector
0.39259258 accuracy; 0.060728747 recall; 0.5 treshold; 4.0wc; [0.1, 0.1, 0.3, 0.5, 0.0] as factor vector
0.42222223 accuracy; 0.091093116 recall; 0.5 treshold; 4.0wc; [0.1, 0.1, 0.4, 0.4, 0.0] as factor vector
0.39259258 accuracy; 0.060728747 recall; 0.5 treshold; 4.0wc; [0.1, 0.2, 0.2, 0.5, 0.0] as factor vector
0.42222223 accuracy; 0.091093116 recall; 0.5 treshold; 4.0wc; [0.1, 0.2, 0.3, 0.4, 0.0] as factor vector
0.39259258 accuracy; 0.060728747 recall; 0.5 treshold; 4.0wc; [0.1, 0.3, 0.3, 0.3, 0.0] as factor vector
0.39259258 accuracy; 0.060728747 recall; 0.5 treshold; 4.0wc; [0.2, 0.2, 0.2, 0.4, 0.0] as factor vector
0.42222223 accuracy; 0.091093116 recall; 0.5 treshold; 4.0wc; [0.2, 0.2, 0.3, 0.3, 0.0] as factor vector
0.39259258 accuracy; 0.060728747 recall; 0.45 treshold; 4.0wc; [0.0, 0.2, 0.4, 0.4, 0.0] as factor vector
0.39259258 accuracy; 0.060728747 recall; 0.45 treshold; 4.0wc; [0.0, 0.3, 0.3, 0.4, 0.0] as factor vector
0.4666667 accuracy; 0.13900135 recall; 0.45 treshold; 4.0wc; [0.1, 0.1, 0.3, 0.5, 0.0] as factor vector
0.42222223 accuracy; 0.091093116 recall; 0.45 treshold; 4.0wc; [0.1, 0.1, 0.4, 0.4, 0.0] as factor vector
0.4666667 accuracy; 0.13900135 recall; 0.45 treshold; 4.0wc; [0.1, 0.2, 0.2, 0.5, 0.0] as factor vector
0.42222223 accuracy; 0.091093116 recall; 0.45 treshold; 4.0wc; [0.1, 0.2, 0.3, 0.4, 0.0] as factor vector
0.39259258 accuracy; 0.060728747 recall; 0.45 treshold; 4.0wc; [0.1, 0.3, 0.3, 0.3, 0.0] as factor vector
0.39259258 accuracy; 0.060728747 recall; 0.45 treshold; 4.0wc; [0.2, 0.2, 0.2, 0.4, 0.0] as factor vector
0.42222223 accuracy; 0.091093116 recall; 0.45 treshold; 4.0wc; [0.2, 0.2, 0.3, 0.3, 0.0] as factor vector
0.49629632 accuracy; 0.16936572 recall; 0.4 treshold; 4.0wc; [0.1, 0.1, 0.3, 0.5, 0.0] as factor vector
0.5555556 accuracy; 0.23009448 recall; 0.4 treshold; 4.0wc; [0.1, 0.1, 0.4, 0.4, 0.0] as factor vector
0.49629632 accuracy; 0.16936572 recall; 0.4 treshold; 4.0wc; [0.1, 0.2, 0.2, 0.5, 0.0] as factor vector
0.49629632 accuracy; 0.16936572 recall; 0.4 treshold; 4.0wc; [0.1, 0.2, 0.3, 0.4, 0.0] as factor vector
0.5555556 accuracy; 0.23009448 recall; 0.35 treshold; 4.0wc; [0.1, 0.1, 0.4, 0.4, 0.0] as factor vector
0.49629632 accuracy; 0.16936572 recall; 0.35 treshold; 4.0wc; [0.1, 0.2, 0.3, 0.4, 0.0] as factor vector
--------------------------------------------------------------
User 1: 0.6933333 precision; in the following cases: 
0.65925926 accuracy; 0.5991453 recall; 0.3 treshold; 4.0wc; [0.0, 0.2, 0.3, 0.5, 0.0] as factor vector
0.65925926 accuracy; 0.5991453 recall; 0.25 treshold; 4.0wc; [0.0, 0.2, 0.3, 0.5, 0.0] as factor vector
--------------------------------------------------------------
User 2: 0.45767197 precision; in the following cases: 
0.6148148 accuracy; 0.57555556 recall; 0.45 treshold; 3.0wc; [0.0, 0.5, 0.5, 0.0, 0.0] as factor vector
0.6148148 accuracy; 0.57555556 recall; 0.4 treshold; 3.0wc; [0.0, 0.4, 0.6, 0.0, 0.0] as factor vector
0.6148148 accuracy; 0.57555556 recall; 0.4 treshold; 3.0wc; [0.0, 0.5, 0.5, 0.0, 0.0] as factor vector
0.6148148 accuracy; 0.57555556 recall; 0.4 treshold; 3.0wc; [0.1, 0.4, 0.5, 0.0, 0.0] as factor vector
0.6148148 accuracy; 0.57555556 recall; 0.4 treshold; 3.0wc; [0.2, 0.4, 0.4, 0.0, 0.0] as factor vector
0.6148148 accuracy; 0.57555556 recall; 0.35 treshold; 3.0wc; [0.0, 0.4, 0.6, 0.0, 0.0] as factor vector
0.6148148 accuracy; 0.57555556 recall; 0.35 treshold; 3.0wc; [0.0, 0.5, 0.5, 0.0, 0.0] as factor vector
0.6148148 accuracy; 0.57555556 recall; 0.35 treshold; 3.0wc; [0.1, 0.4, 0.5, 0.0, 0.0] as factor vector
0.6148148 accuracy; 0.57555556 recall; 0.35 treshold; 3.0wc; [0.2, 0.4, 0.4, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.3 treshold; 3.0wc; [0.0, 0.3, 0.7, 0.0, 0.0] as factor vector
0.6148148 accuracy; 0.57555556 recall; 0.3 treshold; 3.0wc; [0.0, 0.4, 0.6, 0.0, 0.0] as factor vector
0.6148148 accuracy; 0.57555556 recall; 0.3 treshold; 3.0wc; [0.0, 0.5, 0.5, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.3 treshold; 3.0wc; [0.1, 0.3, 0.6, 0.0, 0.0] as factor vector
0.6148148 accuracy; 0.57555556 recall; 0.3 treshold; 3.0wc; [0.1, 0.4, 0.5, 0.0, 0.0] as factor vector
0.6148148 accuracy; 0.57555556 recall; 0.3 treshold; 3.0wc; [0.2, 0.3, 0.5, 0.0, 0.0] as factor vector
0.6148148 accuracy; 0.57555556 recall; 0.3 treshold; 3.0wc; [0.2, 0.4, 0.4, 0.0, 0.0] as factor vector
0.6148148 accuracy; 0.57555556 recall; 0.3 treshold; 3.0wc; [0.3, 0.3, 0.4, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.25 treshold; 3.0wc; [0.0, 0.3, 0.7, 0.0, 0.0] as factor vector
0.6148148 accuracy; 0.57555556 recall; 0.25 treshold; 3.0wc; [0.0, 0.4, 0.6, 0.0, 0.0] as factor vector
0.6148148 accuracy; 0.57555556 recall; 0.25 treshold; 3.0wc; [0.0, 0.5, 0.5, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.25 treshold; 3.0wc; [0.1, 0.3, 0.6, 0.0, 0.0] as factor vector
0.6148148 accuracy; 0.57555556 recall; 0.25 treshold; 3.0wc; [0.1, 0.4, 0.5, 0.0, 0.0] as factor vector
0.6148148 accuracy; 0.57555556 recall; 0.25 treshold; 3.0wc; [0.2, 0.3, 0.5, 0.0, 0.0] as factor vector
0.6148148 accuracy; 0.57555556 recall; 0.25 treshold; 3.0wc; [0.2, 0.4, 0.4, 0.0, 0.0] as factor vector
0.6148148 accuracy; 0.57555556 recall; 0.25 treshold; 3.0wc; [0.3, 0.3, 0.4, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.2 treshold; 3.0wc; [0.0, 0.2, 0.8, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.2 treshold; 3.0wc; [0.0, 0.3, 0.7, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.2 treshold; 3.0wc; [0.0, 0.4, 0.6, 0.0, 0.0] as factor vector
0.6148148 accuracy; 0.57555556 recall; 0.2 treshold; 3.0wc; [0.0, 0.5, 0.5, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.2 treshold; 3.0wc; [0.1, 0.2, 0.7, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.2 treshold; 3.0wc; [0.1, 0.3, 0.6, 0.0, 0.0] as factor vector
0.6148148 accuracy; 0.57555556 recall; 0.2 treshold; 3.0wc; [0.1, 0.4, 0.5, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.2 treshold; 3.0wc; [0.2, 0.2, 0.6, 0.0, 0.0] as factor vector
0.6148148 accuracy; 0.57555556 recall; 0.2 treshold; 3.0wc; [0.2, 0.3, 0.5, 0.0, 0.0] as factor vector
0.6148148 accuracy; 0.57555556 recall; 0.2 treshold; 3.0wc; [0.2, 0.4, 0.4, 0.0, 0.0] as factor vector
0.6148148 accuracy; 0.57555556 recall; 0.2 treshold; 3.0wc; [0.3, 0.3, 0.4, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.15 treshold; 3.0wc; [0.0, 0.2, 0.8, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.15 treshold; 3.0wc; [0.0, 0.3, 0.7, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.15 treshold; 3.0wc; [0.0, 0.4, 0.6, 0.0, 0.0] as factor vector
0.6148148 accuracy; 0.57555556 recall; 0.15 treshold; 3.0wc; [0.0, 0.5, 0.5, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.15 treshold; 3.0wc; [0.1, 0.2, 0.7, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.15 treshold; 3.0wc; [0.1, 0.3, 0.6, 0.0, 0.0] as factor vector
0.6148148 accuracy; 0.57555556 recall; 0.15 treshold; 3.0wc; [0.1, 0.4, 0.5, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.15 treshold; 3.0wc; [0.2, 0.2, 0.6, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.15 treshold; 3.0wc; [0.2, 0.3, 0.5, 0.0, 0.0] as factor vector
0.6148148 accuracy; 0.57555556 recall; 0.15 treshold; 3.0wc; [0.2, 0.4, 0.4, 0.0, 0.0] as factor vector
0.6148148 accuracy; 0.57555556 recall; 0.15 treshold; 3.0wc; [0.3, 0.3, 0.4, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.1 treshold; 3.0wc; [0.0, 0.1, 0.9, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.1 treshold; 3.0wc; [0.0, 0.2, 0.8, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.1 treshold; 3.0wc; [0.0, 0.3, 0.7, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.1 treshold; 3.0wc; [0.0, 0.4, 0.6, 0.0, 0.0] as factor vector
0.6148148 accuracy; 0.57555556 recall; 0.1 treshold; 3.0wc; [0.0, 0.5, 0.5, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.1 treshold; 3.0wc; [0.1, 0.1, 0.8, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.1 treshold; 3.0wc; [0.1, 0.2, 0.7, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.1 treshold; 3.0wc; [0.1, 0.3, 0.6, 0.0, 0.0] as factor vector
0.6148148 accuracy; 0.57555556 recall; 0.1 treshold; 3.0wc; [0.1, 0.4, 0.5, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.1 treshold; 3.0wc; [0.2, 0.2, 0.6, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.1 treshold; 3.0wc; [0.2, 0.3, 0.5, 0.0, 0.0] as factor vector
0.6148148 accuracy; 0.57555556 recall; 0.1 treshold; 3.0wc; [0.2, 0.4, 0.4, 0.0, 0.0] as factor vector
0.6148148 accuracy; 0.57555556 recall; 0.1 treshold; 3.0wc; [0.3, 0.3, 0.4, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.05 treshold; 3.0wc; [0.0, 0.1, 0.9, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.05 treshold; 3.0wc; [0.0, 0.2, 0.8, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.05 treshold; 3.0wc; [0.0, 0.3, 0.7, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.05 treshold; 3.0wc; [0.0, 0.4, 0.6, 0.0, 0.0] as factor vector
0.6148148 accuracy; 0.57555556 recall; 0.05 treshold; 3.0wc; [0.0, 0.5, 0.5, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.05 treshold; 3.0wc; [0.1, 0.1, 0.8, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.05 treshold; 3.0wc; [0.1, 0.2, 0.7, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.05 treshold; 3.0wc; [0.1, 0.3, 0.6, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.05 treshold; 3.0wc; [0.1, 0.4, 0.5, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.05 treshold; 3.0wc; [0.2, 0.2, 0.6, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.05 treshold; 3.0wc; [0.2, 0.3, 0.5, 0.0, 0.0] as factor vector
0.6148148 accuracy; 0.57555556 recall; 0.05 treshold; 3.0wc; [0.2, 0.4, 0.4, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.05 treshold; 3.0wc; [0.3, 0.3, 0.4, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.0 treshold; 3.0wc; [0.0, 0.1, 0.9, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.0 treshold; 3.0wc; [0.0, 0.2, 0.8, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.0 treshold; 3.0wc; [0.0, 0.3, 0.7, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.0 treshold; 3.0wc; [0.0, 0.4, 0.6, 0.0, 0.0] as factor vector
0.6148148 accuracy; 0.57555556 recall; 0.0 treshold; 3.0wc; [0.0, 0.5, 0.5, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.0 treshold; 3.0wc; [0.1, 0.1, 0.8, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.0 treshold; 3.0wc; [0.1, 0.2, 0.7, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.0 treshold; 3.0wc; [0.1, 0.3, 0.6, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.0 treshold; 3.0wc; [0.1, 0.4, 0.5, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.0 treshold; 3.0wc; [0.2, 0.2, 0.6, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.0 treshold; 3.0wc; [0.2, 0.3, 0.5, 0.0, 0.0] as factor vector
0.6148148 accuracy; 0.57555556 recall; 0.0 treshold; 3.0wc; [0.2, 0.4, 0.4, 0.0, 0.0] as factor vector
0.64444447 accuracy; 0.6022222 recall; 0.0 treshold; 3.0wc; [0.3, 0.3, 0.4, 0.0, 0.0] as factor vector
--------------------------------------------------------------
User 3: 0.6790123 precision; in the following cases: 
0.6148148 accuracy; 0.60606056 recall; 0.15 treshold; 4.0wc; [0.0, 0.1, 0.4, 0.5, 0.0] as factor vector
--------------------------------------------------------------
User 4: 0.68292683 precision; in the following cases: 
0.42222223 accuracy; 0.39703706 recall; 0.4 treshold; 4.0wc; [0.1, 0.1, 0.4, 0.4, 0.0] as factor vector
0.42222223 accuracy; 0.39703706 recall; 0.35 treshold; 4.0wc; [0.1, 0.1, 0.4, 0.4, 0.0] as factor vector
0.42222223 accuracy; 0.39703706 recall; 0.3 treshold; 4.0wc; [0.1, 0.1, 0.3, 0.5, 0.0] as factor vector
0.42222223 accuracy; 0.39703706 recall; 0.3 treshold; 4.0wc; [0.1, 0.2, 0.3, 0.4, 0.0] as factor vector
0.42222223 accuracy; 0.39703706 recall; 0.3 treshold; 4.0wc; [0.2, 0.2, 0.3, 0.3, 0.0] as factor vector
0.42222223 accuracy; 0.39703706 recall; 0.25 treshold; 4.0wc; [0.2, 0.2, 0.3, 0.3, 0.0] as factor vector
--------------------------------------------------------------
User 5: 0.6759259 precision; in the following cases: 
0.48148146 accuracy; 0.45441595 recall; 0.4 treshold; 4.0wc; [0.1, 0.1, 0.3, 0.5, 0.0] as factor vector
0.48148146 accuracy; 0.45441595 recall; 0.4 treshold; 4.0wc; [0.1, 0.2, 0.3, 0.4, 0.0] as factor vector
0.48148146 accuracy; 0.45441595 recall; 0.4 treshold; 4.0wc; [0.2, 0.2, 0.2, 0.4, 0.0] as factor vector
0.48148146 accuracy; 0.45441595 recall; 0.35 treshold; 4.0wc; [0.1, 0.2, 0.3, 0.4, 0.0] as factor vector
0.48148146 accuracy; 0.45441595 recall; 0.35 treshold; 4.0wc; [0.2, 0.2, 0.2, 0.4, 0.0] as factor vector
0.48148146 accuracy; 0.45441595 recall; 0.3 treshold; 4.0wc; [0.2, 0.2, 0.2, 0.4, 0.0] as factor vector
0.48148146 accuracy; 0.45441595 recall; 0.25 treshold; 4.0wc; [0.2, 0.2, 0.2, 0.4, 0.0] as factor vector
--------------------------------------------------------------
User 6: 0.72222215 precision; in the following cases: 
0.48148146 accuracy; 0.38842204 recall; 1.0 treshold; 3.0wc; [0.0, 0.2, 0.8, 0.0, 0.0] as factor vector
0.48148146 accuracy; 0.38842204 recall; 1.0 treshold; 3.0wc; [0.0, 0.4, 0.6, 0.0, 0.0] as factor vector
0.48148146 accuracy; 0.38842204 recall; 0.95 treshold; 3.0wc; [0.0, 0.1, 0.9, 0.0, 0.0] as factor vector
0.48148146 accuracy; 0.38842204 recall; 0.95 treshold; 3.0wc; [0.0, 0.2, 0.8, 0.0, 0.0] as factor vector
0.48148146 accuracy; 0.38842204 recall; 0.95 treshold; 3.0wc; [0.0, 0.3, 0.7, 0.0, 0.0] as factor vector
0.48148146 accuracy; 0.38842204 recall; 0.95 treshold; 3.0wc; [0.0, 0.4, 0.6, 0.0, 0.0] as factor vector
0.48148146 accuracy; 0.38842204 recall; 0.95 treshold; 3.0wc; [0.0, 0.5, 0.5, 0.0, 0.0] as factor vector
0.48148146 accuracy; 0.38842204 recall; 0.9 treshold; 3.0wc; [0.0, 0.1, 0.9, 0.0, 0.0] as factor vector
0.48148146 accuracy; 0.38842204 recall; 0.9 treshold; 3.0wc; [0.0, 0.2, 0.8, 0.0, 0.0] as factor vector
0.48148146 accuracy; 0.38842204 recall; 0.9 treshold; 3.0wc; [0.0, 0.3, 0.7, 0.0, 0.0] as factor vector
0.48148146 accuracy; 0.38842204 recall; 0.9 treshold; 3.0wc; [0.0, 0.4, 0.6, 0.0, 0.0] as factor vector
0.48148146 accuracy; 0.38842204 recall; 0.9 treshold; 3.0wc; [0.0, 0.5, 0.5, 0.0, 0.0] as factor vector
0.48148146 accuracy; 0.38842204 recall; 0.9 treshold; 3.0wc; [0.1, 0.1, 0.8, 0.0, 0.0] as factor vector
0.48148146 accuracy; 0.38842204 recall; 0.9 treshold; 3.0wc; [0.1, 0.3, 0.6, 0.0, 0.0] as factor vector
0.48148146 accuracy; 0.38842204 recall; 0.9 treshold; 3.0wc; [0.1, 0.4, 0.5, 0.0, 0.0] as factor vector
0.48148146 accuracy; 0.38842204 recall; 0.85 treshold; 3.0wc; [0.0, 0.2, 0.8, 0.0, 0.0] as factor vector
0.48148146 accuracy; 0.38842204 recall; 0.85 treshold; 3.0wc; [0.0, 0.3, 0.7, 0.0, 0.0] as factor vector
0.48148146 accuracy; 0.38842204 recall; 0.85 treshold; 3.0wc; [0.0, 0.4, 0.6, 0.0, 0.0] as factor vector
0.48148146 accuracy; 0.38842204 recall; 0.85 treshold; 3.0wc; [0.0, 0.5, 0.5, 0.0, 0.0] as factor vector
0.48148146 accuracy; 0.38842204 recall; 0.85 treshold; 3.0wc; [0.1, 0.1, 0.8, 0.0, 0.0] as factor vector
0.48148146 accuracy; 0.38842204 recall; 0.85 treshold; 3.0wc; [0.1, 0.2, 0.7, 0.0, 0.0] as factor vector
0.48148146 accuracy; 0.38842204 recall; 0.85 treshold; 3.0wc; [0.1, 0.3, 0.6, 0.0, 0.0] as factor vector
0.48148146 accuracy; 0.38842204 recall; 0.85 treshold; 3.0wc; [0.1, 0.4, 0.5, 0.0, 0.0] as factor vector
0.48148146 accuracy; 0.38842204 recall; 0.8 treshold; 3.0wc; [0.0, 0.3, 0.7, 0.0, 0.0] as factor vector
0.48148146 accuracy; 0.38842204 recall; 0.8 treshold; 3.0wc; [0.0, 0.4, 0.6, 0.0, 0.0] as factor vector
0.48148146 accuracy; 0.38842204 recall; 0.8 treshold; 3.0wc; [0.0, 0.5, 0.5, 0.0, 0.0] as factor vector
0.48148146 accuracy; 0.38842204 recall; 0.8 treshold; 3.0wc; [0.1, 0.2, 0.7, 0.0, 0.0] as factor vector
0.48148146 accuracy; 0.38842204 recall; 0.8 treshold; 3.0wc; [0.1, 0.3, 0.6, 0.0, 0.0] as factor vector
0.48148146 accuracy; 0.38842204 recall; 0.8 treshold; 3.0wc; [0.1, 0.4, 0.5, 0.0, 0.0] as factor vector
0.48148146 accuracy; 0.38842204 recall; 0.8 treshold; 3.0wc; [0.2, 0.2, 0.6, 0.0, 0.0] as factor vector
0.48148146 accuracy; 0.38842204 recall; 0.8 treshold; 3.0wc; [0.2, 0.3, 0.5, 0.0, 0.0] as factor vector
