User 0: 0.8518519 accuracy; in the following cases: 
0.5621663 precision; 0.5290148 recall; 0.1 treshold; 4.0wc; [0.1, 0.1, 0.2, 0.6, 0.0] as factor vector
User 6: 0.7037037 accuracy; in the following cases: 
0.6085859 precision; 0.53688145 recall; 0.45 treshold; 3.0wc; [0.0, 0.5, 0.5, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.4 treshold; 3.0wc; [0.0, 0.4, 0.6, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.4 treshold; 3.0wc; [0.0, 0.5, 0.5, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.4 treshold; 3.0wc; [0.1, 0.4, 0.5, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.4 treshold; 3.0wc; [0.2, 0.4, 0.4, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.35 treshold; 3.0wc; [0.0, 0.4, 0.6, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.35 treshold; 3.0wc; [0.0, 0.5, 0.5, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.35 treshold; 3.0wc; [0.1, 0.4, 0.5, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.35 treshold; 3.0wc; [0.2, 0.4, 0.4, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.3 treshold; 3.0wc; [0.0, 0.3, 0.7, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.3 treshold; 3.0wc; [0.0, 0.4, 0.6, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.3 treshold; 3.0wc; [0.0, 0.5, 0.5, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.3 treshold; 3.0wc; [0.1, 0.3, 0.6, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.3 treshold; 3.0wc; [0.1, 0.4, 0.5, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.3 treshold; 3.0wc; [0.2, 0.3, 0.5, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.3 treshold; 3.0wc; [0.2, 0.4, 0.4, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.3 treshold; 3.0wc; [0.3, 0.3, 0.4, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.25 treshold; 3.0wc; [0.0, 0.3, 0.7, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.25 treshold; 3.0wc; [0.0, 0.4, 0.6, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.25 treshold; 3.0wc; [0.0, 0.5, 0.5, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.25 treshold; 3.0wc; [0.1, 0.3, 0.6, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.25 treshold; 3.0wc; [0.1, 0.4, 0.5, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.25 treshold; 3.0wc; [0.2, 0.3, 0.5, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.25 treshold; 3.0wc; [0.2, 0.4, 0.4, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.25 treshold; 3.0wc; [0.3, 0.3, 0.4, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.2 treshold; 3.0wc; [0.0, 0.2, 0.8, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.2 treshold; 3.0wc; [0.0, 0.3, 0.7, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.2 treshold; 3.0wc; [0.0, 0.4, 0.6, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.2 treshold; 3.0wc; [0.0, 0.5, 0.5, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.2 treshold; 3.0wc; [0.1, 0.2, 0.7, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.2 treshold; 3.0wc; [0.1, 0.3, 0.6, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.2 treshold; 3.0wc; [0.1, 0.4, 0.5, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.2 treshold; 3.0wc; [0.2, 0.2, 0.6, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.2 treshold; 3.0wc; [0.2, 0.3, 0.5, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.2 treshold; 3.0wc; [0.2, 0.4, 0.4, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.2 treshold; 3.0wc; [0.3, 0.3, 0.4, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.15 treshold; 3.0wc; [0.0, 0.2, 0.8, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.15 treshold; 3.0wc; [0.0, 0.3, 0.7, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.15 treshold; 3.0wc; [0.0, 0.4, 0.6, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.15 treshold; 3.0wc; [0.0, 0.5, 0.5, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.15 treshold; 3.0wc; [0.1, 0.2, 0.7, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.15 treshold; 3.0wc; [0.1, 0.3, 0.6, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.15 treshold; 3.0wc; [0.1, 0.4, 0.5, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.15 treshold; 3.0wc; [0.2, 0.2, 0.6, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.15 treshold; 3.0wc; [0.2, 0.3, 0.5, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.15 treshold; 3.0wc; [0.2, 0.4, 0.4, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.15 treshold; 3.0wc; [0.3, 0.3, 0.4, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.1 treshold; 3.0wc; [0.0, 0.1, 0.9, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.1 treshold; 3.0wc; [0.0, 0.2, 0.8, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.1 treshold; 3.0wc; [0.0, 0.3, 0.7, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.1 treshold; 3.0wc; [0.0, 0.4, 0.6, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.1 treshold; 3.0wc; [0.0, 0.5, 0.5, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.1 treshold; 3.0wc; [0.1, 0.1, 0.8, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.1 treshold; 3.0wc; [0.1, 0.2, 0.7, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.1 treshold; 3.0wc; [0.1, 0.3, 0.6, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.1 treshold; 3.0wc; [0.1, 0.4, 0.5, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.1 treshold; 3.0wc; [0.2, 0.2, 0.6, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.1 treshold; 3.0wc; [0.2, 0.3, 0.5, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.1 treshold; 3.0wc; [0.2, 0.4, 0.4, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.1 treshold; 3.0wc; [0.3, 0.3, 0.4, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.05 treshold; 3.0wc; [0.0, 0.1, 0.9, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.05 treshold; 3.0wc; [0.0, 0.2, 0.8, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.05 treshold; 3.0wc; [0.0, 0.3, 0.7, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.05 treshold; 3.0wc; [0.0, 0.4, 0.6, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.05 treshold; 3.0wc; [0.0, 0.5, 0.5, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.05 treshold; 3.0wc; [0.1, 0.1, 0.8, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.05 treshold; 3.0wc; [0.1, 0.2, 0.7, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.05 treshold; 3.0wc; [0.1, 0.3, 0.6, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.05 treshold; 3.0wc; [0.1, 0.4, 0.5, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.05 treshold; 3.0wc; [0.2, 0.2, 0.6, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.05 treshold; 3.0wc; [0.2, 0.3, 0.5, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.05 treshold; 3.0wc; [0.2, 0.4, 0.4, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.05 treshold; 3.0wc; [0.3, 0.3, 0.4, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.0 treshold; 3.0wc; [0.0, 0.1, 0.9, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.0 treshold; 3.0wc; [0.0, 0.2, 0.8, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.0 treshold; 3.0wc; [0.0, 0.3, 0.7, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.0 treshold; 3.0wc; [0.0, 0.4, 0.6, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.0 treshold; 3.0wc; [0.0, 0.5, 0.5, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.0 treshold; 3.0wc; [0.1, 0.1, 0.8, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.0 treshold; 3.0wc; [0.1, 0.2, 0.7, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.0 treshold; 3.0wc; [0.1, 0.3, 0.6, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.0 treshold; 3.0wc; [0.1, 0.4, 0.5, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.0 treshold; 3.0wc; [0.2, 0.2, 0.6, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.0 treshold; 3.0wc; [0.2, 0.3, 0.5, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.0 treshold; 3.0wc; [0.2, 0.4, 0.4, 0.0, 0.0] as factor vector
0.6085859 precision; 0.53688145 recall; 0.0 treshold; 3.0wc; [0.3, 0.3, 0.4, 0.0, 0.0] as factor vector
--------------------------------------------------------------
User 7: 0.7185185 accuracy; in the following cases: 
0.5597327 precision; 0.7004831 recall; 0.3 treshold; 3.0wc; [0.0, 0.3, 0.7, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.3 treshold; 3.0wc; [0.1, 0.3, 0.6, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.25 treshold; 3.0wc; [0.0, 0.3, 0.7, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.25 treshold; 3.0wc; [0.1, 0.3, 0.6, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.2 treshold; 3.0wc; [0.0, 0.2, 0.8, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.2 treshold; 3.0wc; [0.0, 0.3, 0.7, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.2 treshold; 3.0wc; [0.0, 0.4, 0.6, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.2 treshold; 3.0wc; [0.1, 0.2, 0.7, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.2 treshold; 3.0wc; [0.1, 0.3, 0.6, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.2 treshold; 3.0wc; [0.2, 0.2, 0.6, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.15 treshold; 3.0wc; [0.0, 0.2, 0.8, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.15 treshold; 3.0wc; [0.0, 0.3, 0.7, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.15 treshold; 3.0wc; [0.0, 0.4, 0.6, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.15 treshold; 3.0wc; [0.1, 0.2, 0.7, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.15 treshold; 3.0wc; [0.1, 0.3, 0.6, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.15 treshold; 3.0wc; [0.2, 0.2, 0.6, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.15 treshold; 3.0wc; [0.2, 0.3, 0.5, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.1 treshold; 3.0wc; [0.0, 0.1, 0.9, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.1 treshold; 3.0wc; [0.0, 0.2, 0.8, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.1 treshold; 3.0wc; [0.0, 0.3, 0.7, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.1 treshold; 3.0wc; [0.0, 0.4, 0.6, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.1 treshold; 3.0wc; [0.1, 0.1, 0.8, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.1 treshold; 3.0wc; [0.1, 0.2, 0.7, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.1 treshold; 3.0wc; [0.1, 0.3, 0.6, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.1 treshold; 3.0wc; [0.2, 0.2, 0.6, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.1 treshold; 3.0wc; [0.2, 0.3, 0.5, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.05 treshold; 3.0wc; [0.0, 0.1, 0.9, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.05 treshold; 3.0wc; [0.0, 0.2, 0.8, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.05 treshold; 3.0wc; [0.0, 0.3, 0.7, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.05 treshold; 3.0wc; [0.0, 0.4, 0.6, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.05 treshold; 3.0wc; [0.1, 0.1, 0.8, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.05 treshold; 3.0wc; [0.1, 0.2, 0.7, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.05 treshold; 3.0wc; [0.1, 0.3, 0.6, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.05 treshold; 3.0wc; [0.1, 0.4, 0.5, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.05 treshold; 3.0wc; [0.2, 0.2, 0.6, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.05 treshold; 3.0wc; [0.2, 0.3, 0.5, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.05 treshold; 3.0wc; [0.3, 0.3, 0.4, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.0 treshold; 3.0wc; [0.0, 0.1, 0.9, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.0 treshold; 3.0wc; [0.0, 0.2, 0.8, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.0 treshold; 3.0wc; [0.0, 0.3, 0.7, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.0 treshold; 3.0wc; [0.0, 0.4, 0.6, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.0 treshold; 3.0wc; [0.1, 0.1, 0.8, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.0 treshold; 3.0wc; [0.1, 0.2, 0.7, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.0 treshold; 3.0wc; [0.1, 0.3, 0.6, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.0 treshold; 3.0wc; [0.1, 0.4, 0.5, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.0 treshold; 3.0wc; [0.2, 0.2, 0.6, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.0 treshold; 3.0wc; [0.2, 0.3, 0.5, 0.0, 0.0] as factor vector
0.5597327 precision; 0.7004831 recall; 0.0 treshold; 3.0wc; [0.3, 0.3, 0.4, 0.0, 0.0] as factor vector
--------------------------------------------------------------
User 8: 0.64444447 accuracy; in the following cases: 
0.4559524 precision; 0.45151517 recall; 0.2 treshold; 3.0wc; [0.2, 0.2, 0.6, 0.0, 0.0] as factor vector
0.4559524 precision; 0.45151517 recall; 0.2 treshold; 3.0wc; [0.2, 0.3, 0.5, 0.0, 0.0] as factor vector
0.4559524 precision; 0.45151517 recall; 0.2 treshold; 3.0wc; [0.2, 0.4, 0.4, 0.0, 0.0] as factor vector
0.4559524 precision; 0.45151517 recall; 0.15 treshold; 3.0wc; [0.2, 0.2, 0.6, 0.0, 0.0] as factor vector
